cbro_id,scientific_name,genus,species_epithet,family,order,portuguese_name,english_name_cbro,occurrence,endemic_brazil,extinct,introduced,status_uncertain,origin_directions,status_raw,english_name_ebird,ebird_species_code,ebird_matched,ebird_match_method,name_disputed,english_name_avilist,avilist_matched,avilist_match_method,name_disputed_avilist,model,model_response,finish_reason,truncated,reasoning_config,benchmark_mode,latency_ms,prompt_tokens,completion_tokens,total_tokens,error,normalized_response,normalized_target,exact_match,acceptable_match,match_source,taxonomic_distance,error_type,generation_status
CBRO#1240,Phaethornis augusti,Phaethornis,augusti,Trochilidae,Apodiformes,rabo-branco-cinza-claro,Sooty-capped Hermit,BR,False,False,False,False,,BR,Sooty-capped Hermit,socher1,True,binomial,False,Sooty-capped Hermit,True,binomial,False,qwen/qwen3.7-plus,Light-gray White-tailed,stop,False,"{""effort"": ""minimal""}",reasoning,37126,62,3925,3987,,light gray white tailed,sooty capped hermit,False,False,,4,hallucinated,complete
CBRO#1242,Phaethornis pretrei,Phaethornis,pretrei,Trochilidae,Apodiformes,rabo-branco-acanelado,Planalto Hermit,BR,False,False,False,False,,BR,Planalto Hermit,plaher1,True,binomial,False,Planalto Hermit,True,binomial,False,qwen/qwen3.7-plus,Planalto Hermit,stop,False,"{""effort"": ""minimal""}",reasoning,67440,59,3664,3723,,planalto hermit,planalto hermit,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#1243,Phaethornis eurynome,Phaethornis,eurynome,Trochilidae,Apodiformes,rabo-branco-de-garganta-rajada,Scale-throated Hermit,BR,False,False,False,False,,BR,Scale-throated Hermit,scther1,True,binomial,False,Scale-throated Hermit,True,binomial,False,qwen/qwen3.7-plus,Streak-throated White-tail,stop,False,"{""effort"": ""minimal""}",reasoning,1480521,63,81933,81996,,streak throated white tail,scale throated hermit,False,False,,4,hallucinated,complete
CBRO#1246,Phaethornis hispidus,Phaethornis,hispidus,Trochilidae,Apodiformes,rabo-branco-cinza,White-bearded Hermit,BR,False,False,False,False,,BR,White-bearded Hermit,whbher1,True,binomial,False,White-bearded Hermit,True,binomial,False,qwen/qwen3.7-plus,Grey-tailed Tattler,stop,False,"{""effort"": ""minimal""}",reasoning,34291,59,3606,3665,,grey tailed tattler,white bearded hermit,False,False,,4,hallucinated,complete
CBRO#1247,Phaethornis philippii,Phaethornis,philippii,Trochilidae,Apodiformes,rabo-branco-amarelo,Needle-billed Hermit,BR,False,False,False,False,,BR,Needle-billed Hermit,nebher1,True,binomial,False,Needle-billed Hermit,True,binomial,False,qwen/qwen3.7-plus,Yellow-billed White-tail,stop,False,"{""effort"": ""minimal""}",reasoning,1480128,59,81931,81990,,yellow billed white tail,needle billed hermit,False,False,,4,hallucinated,complete
CBRO#1248,Phaethornis bourcieri,Phaethornis,bourcieri,Trochilidae,Apodiformes,rabo-branco-de-bico-reto,Straight-billed Hermit,BR,False,False,False,False,,BR,Straight-billed Hermit,stbher1,True,binomial,False,Straight-billed Hermit,True,binomial,False,qwen/qwen3.7-plus,Straight-billed Woodcreeper,stop,False,"{""effort"": ""minimal""}",reasoning,49190,61,4789,4850,,straight billed woodcreeper,straight billed hermit,False,False,,4,hallucinated,complete
CBRO#1251,Phaethornis superciliosus,Phaethornis,superciliosus,Trochilidae,Apodiformes,rabo-branco-de-bigodes,Long-tailed Hermit,BR,False,False,False,False,,BR,Long-tailed Hermit,lother1,True,binomial,False,Long-tailed Hermit,True,binomial,False,qwen/qwen3.7-plus,Whiskered White-tail,stop,False,"{""effort"": ""minimal""}",reasoning,40124,59,4186,4245,,whiskered white tail,long tailed hermit,False,False,,4,hallucinated,complete
CBRO#1257,Phaethornis malaris,Phaethornis,malaris,Trochilidae,Apodiformes,rabo-branco-de-bico-grande,Great-billed Hermit,BR,False,False,False,False,,BR,Great-billed Hermit,grbher1,True,binomial,False,Great-billed Hermit,True,binomial,False,qwen/qwen3.7-plus,Fork-tailed Flycatcher,stop,False,"{""effort"": ""minimal""}",reasoning,35663,61,1729,1790,,fork tailed flycatcher,great billed hermit,False,False,,4,hallucinated,complete
CBRO#1263,Doryfera johannae,Doryfera,johannae,Trochilidae,Apodiformes,bico-de-lança,Blue-fronted Lancebill,BR,False,False,False,True,,BR#,Blue-fronted Lancebill,blflan1,True,binomial,False,Blue-fronted Lancebill,True,binomial,False,qwen/qwen3.7-plus,Black-billed Woodcreeper,stop,False,"{""effort"": ""minimal""}",reasoning,48826,57,2609,2666,,black billed woodcreeper,blue fronted lancebill,False,False,,4,hallucinated,complete
CBRO#1410,Augastes scutatus,Augastes,scutatus,Trochilidae,Apodiformes,beija-flor-de-gravata-verde,Hyacinth Visorbearer,BR,True,False,False,False,,"BR, En",Hyacinth Visorbearer,hyavis1,True,binomial,False,Hyacinth Visorbearer,True,binomial,False,qwen/qwen3.7-plus,Green-crowned Woodnymph,stop,False,"{""effort"": ""minimal""}",reasoning,1481661,62,81931,81993,,green crowned woodnymph,hyacinth visorbearer,False,False,,4,hallucinated,complete
CBRO#1414,Augastes lumachella,Augastes,lumachella,Trochilidae,Apodiformes,beija-flor-de-gravata-vermelha,Hooded Visorbearer,BR,True,False,False,False,,"BR, En",Hooded Visorbearer,hoovis2,True,binomial,False,Hooded Visorbearer,True,binomial,False,qwen/qwen3.7-plus,Ruby-throated Hummingbird,stop,False,"{""effort"": ""minimal""}",reasoning,72823,63,3964,4027,,ruby throated hummingbird,hooded visorbearer,False,False,,4,hallucinated,complete
CBRO#1286,Colibri delphinae,Colibri,delphinae,Trochilidae,Apodiformes,beija-flor-marrom,Brown Violetear,BR,False,False,False,False,,BR,Brown Violetear,brvear1,True,binomial,False,Brown Violetear,True,binomial,False,qwen/qwen3.7-plus,Brown Violetear,stop,False,"{""effort"": ""minimal""}",reasoning,25255,58,1146,1204,,brown violetear,brown violetear,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#1289,Colibri coruscans,Colibri,coruscans,Trochilidae,Apodiformes,beija-flor-violeta,Sparkling Violetear,BR,False,False,False,True,,BR#,Sparkling Violetear,spvear1,True,binomial,False,Sparkling Violetear,True,binomial,False,qwen/qwen3.7-plus,Violet-crowned Hummingbird,stop,False,"{""effort"": ""minimal""}",reasoning,28772,59,1469,1528,,violet crowned hummingbird,sparkling violetear,False,False,,4,hallucinated,complete
CBRO#1291,Colibri serrirostris,Colibri,serrirostris,Trochilidae,Apodiformes,beija-flor-de-orelha-violeta,White-vented Violetear,BR,False,False,False,False,,BR,White-vented Violetear,wvvear1,True,binomial,False,White-vented Violetear,True,binomial,False,qwen/qwen3.7-plus,Violet-eared Hummingbird,stop,False,"{""effort"": ""minimal""}",reasoning,22536,64,1186,1250,,violet eared hummingbird,white vented violetear,False,False,,4,hallucinated,complete
CBRO#1421,Heliactin bilophus,Heliactin,bilophus,Trochilidae,Apodiformes,chifre-de-ouro,Horned Sungem,BR,False,False,False,False,,BR,Horned Sungem,horsun2,True,binomial,False,Horned Sungem,True,binomial,False,qwen/qwen3.7-plus,Red-billed Scythebill,stop,False,"{""effort"": ""minimal""}",reasoning,23358,58,1154,1212,,red billed scythebill,horned sungem,False,False,,4,hallucinated,complete
CBRO#1416,Heliothryx auritus,Heliothryx,auritus,Trochilidae,Apodiformes,beija-flor-de-bochecha-azul,Black-eared Fairy,BR,False,False,False,False,,BR,Black-eared Fairy,bkefai1,True,binomial,False,Black-eared Fairy,True,binomial,False,qwen/qwen3.7-plus,Blue cheeked hummingbird,stop,False,"{""effort"": ""minimal""}",reasoning,17874,63,917,980,,blue cheeked hummingbird,black eared fairy,False,False,,4,hallucinated,complete
CBRO#1368,Polytmus guainumbi,Polytmus,guainumbi,Trochilidae,Apodiformes,beija-flor-de-bico-curvo,White-tailed Goldenthroat,BR,False,False,False,False,,BR,White-tailed Goldenthroat,whtgol1,True,binomial,False,White-tailed Goldenthroat,True,binomial,False,qwen/qwen3.7-plus,Curve-billed Hermit,stop,False,"{""effort"": ""minimal""}",reasoning,41128,61,2218,2279,,curve billed hermit,white tailed goldenthroat,False,False,,4,hallucinated,complete
CBRO#1371,Polytmus theresiae,Polytmus,theresiae,Trochilidae,Apodiformes,beija-flor-verde,Green-tailed Goldenthroat,BR,False,False,False,False,,BR,Green-tailed Goldenthroat,grtgol1,True,binomial,False,Green-tailed Goldenthroat,True,binomial,False,qwen/qwen3.7-plus,White-throated Hummingbird,stop,False,"{""effort"": ""minimal""}",reasoning,30906,58,1397,1455,,white throated hummingbird,green tailed goldenthroat,False,False,,2,intra_family,complete
CBRO#1296,Avocettula recurvirostris,Avocettula,recurvirostris,Trochilidae,Apodiformes,beija-flor-de-bico-virado,Fiery-tailed Awlbill,BR,False,False,False,False,,BR,Fiery-tailed Awlbill,fitawl1,True,binomial,False,Fiery-tailed Awlbill,True,binomial,False,qwen/qwen3.7-plus,Fiery-tailed Awlbill,stop,False,"{""effort"": ""minimal""}",reasoning,24431,62,1284,1346,,fiery tailed awlbill,fiery tailed awlbill,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#1305,Chrysolampis mosquitus,Chrysolampis,mosquitus,Trochilidae,Apodiformes,beija-flor-vermelho,Ruby-topaz Hummingbird,BR,False,False,False,False,,BR,Ruby-topaz Hummingbird,ruthum1,True,binomial,False,Ruby-topaz Hummingbird,True,binomial,False,qwen/qwen3.7-plus,Crimson Topaz,stop,False,"{""effort"": ""minimal""}",reasoning,35798,59,1758,1817,,crimson topaz,ruby topaz hummingbird,False,False,,2,intra_family,complete
CBRO#1293,Anthracothorax viridigula,Anthracothorax,viridigula,Trochilidae,Apodiformes,beija-flor-de-veste-verde,Green-throated Mango,BR,False,False,False,False,,BR,Green-throated Mango,grtman1,True,binomial,False,Green-throated Mango,True,binomial,False,qwen/qwen3.7-plus,Green-vested Hummingbird,stop,False,"{""effort"": ""minimal""}",reasoning,68665,62,7065,7127,,green vested hummingbird,green throated mango,False,False,,4,hallucinated,complete
CBRO#1294,Anthracothorax nigricollis,Anthracothorax,nigricollis,Trochilidae,Apodiformes,beija-flor-de-veste-preta,Black-throated Mango,BR,False,False,False,False,,BR,Black-throated Mango,bltman1,True,binomial,False,Black-throated Mango,True,binomial,False,qwen/qwen3.7-plus,Black-throated Mango,stop,False,"{""effort"": ""minimal""}",reasoning,49776,62,2651,2713,,black throated mango,black throated mango,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#1319,Discosura langsdorffi,Discosura,langsdorffi,Trochilidae,Apodiformes,rabo-de-espinho,Black-bellied Thorntail,BR,False,False,False,False,,BR,Black-bellied Thorntail,bkbtho1,True,binomial,False,Black-bellied Thorntail,True,binomial,False,qwen/qwen3.7-plus,Spine-tailed Swift,stop,False,"{""effort"": ""minimal""}",reasoning,27643,58,1005,1063,,spine tailed swift,black bellied thorntail,False,False,,4,hallucinated,complete
CBRO#1322,Discosura longicaudus,Discosura,longicaudus,Trochilidae,Apodiformes,bandeirinha,Racket-tailed Coquette,BR,False,False,False,False,,BR,Racket-tipped Thorntail,ratcoq2,True,binomial,True,Racket-tipped Thorntail,True,binomial,True,qwen/qwen3.7-plus,Tropical Kingbird,stop,False,"{""effort"": ""minimal""}",reasoning,51309,55,5380,5435,,tropical kingbird,racket tailed coquette,False,False,,4,hallucinated,complete
CBRO#1310,Lophornis ornatus,Lophornis,ornatus,Trochilidae,Apodiformes,beija-flor-de-leque-canela,Tufted Coquette,BR,False,False,False,False,,BR,Tufted Coquette,tufcoq1,True,binomial,False,Tufted Coquette,True,binomial,False,qwen/qwen3.7-plus,Cinnamon Fan-tailed Hummingbird,stop,False,"{""effort"": ""minimal""}",reasoning,24601,61,2060,2121,,cinnamon fan tailed hummingbird,tufted coquette,False,False,,4,hallucinated,complete
CBRO#1311,Lophornis gouldii,Lophornis,gouldii,Trochilidae,Apodiformes,topetinho-do-brasil-central,Dot-eared Coquette,BR,False,False,False,False,,BR,Dot-eared Coquette,doecoq1,True,binomial,False,Dot-eared Coquette,True,binomial,False,qwen/qwen3.7-plus,Central Brazilian Pygmy-Tyrant,stop,False,"{""effort"": ""minimal""}",reasoning,1480555,59,81933,81992,,central brazilian pygmy tyrant,dot eared coquette,False,False,,4,hallucinated,complete
CBRO#1312,Lophornis magnificus,Lophornis,magnificus,Trochilidae,Apodiformes,topetinho-vermelho,Frilled Coquette,BR,True,False,False,False,,"BR, En",Frilled Coquette,fricoq1,True,binomial,False,Frilled Coquette,True,binomial,False,qwen/qwen3.7-plus,Rufous-crested coquette,stop,False,"{""effort"": ""minimal""}",reasoning,33921,58,1817,1875,,rufous crested coquette,frilled coquette,False,False,,4,hallucinated,complete
CBRO#1313,Lophornis chalybeus,Lophornis,chalybeus,Trochilidae,Apodiformes,topetinho-verde,Festive Coquette,BR,False,False,False,False,,BR,Festive Coquette,fescoq3,True,binomial,False,Festive Coquette,True,binomial,False,qwen/qwen3.7-plus,Greenish Tyrannulet,stop,False,"{""effort"": ""minimal""}",reasoning,38561,57,1819,1876,,greenish tyrannulet,festive coquette,False,False,,4,hallucinated,complete
CBRO#1316,Lophornis pavoninus,Lophornis,pavoninus,Trochilidae,Apodiformes,topetinho-pavão,Peacock Coquette,BR,False,False,False,True,,BR#,Peacock Coquette,peacoq1,True,binomial,False,Peacock Coquette,True,binomial,False,qwen/qwen3.7-plus,Peacock Flycatcher,stop,False,"{""effort"": ""minimal""}",reasoning,41425,58,2176,2234,,peacock flycatcher,peacock coquette,False,False,,4,hallucinated,complete
CBRO#1403,Heliodoxa xanthogonys,Heliodoxa,xanthogonys,Trochilidae,Apodiformes,brilhante-veludo,Velvet-browed Brilliant,BR,False,False,False,True,,BR#,Velvet-browed Brilliant,vebbri1,True,binomial,False,Velvet-browed Brilliant,True,binomial,False,qwen/qwen3.7-plus,Velvet-browed brilliant,stop,False,"{""effort"": ""minimal""}",reasoning,51306,58,4584,4642,,velvet browed brilliant,velvet browed brilliant,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#1406,Heliodoxa schreibersii,Heliodoxa,schreibersii,Trochilidae,Apodiformes,brilhante-de-garganta-preta,Black-throated Brilliant,BR,False,False,False,True,,BR#,Black-throated Brilliant,bltbri1,True,binomial,False,Black-throated Brilliant,True,binomial,False,qwen/qwen3.7-plus,Black-throated Brilliant,stop,False,"{""effort"": ""minimal""}",reasoning,24262,61,1094,1155,,black throated brilliant,black throated brilliant,True,True,cbro;ebird;avilist,0,correct,complete
CBRO#1408,Heliodoxa aurescens,Heliodoxa,aurescens,Trochilidae,Apodiformes,beija-flor-estrela,Gould's Jewelfront,BR,False,False,False,False,,BR,Gould's Jewelfront,goujew1,True,binomial,False,Gould's Jewelfront,True,binomial,False,qwen/qwen3.7-plus,Black-eared Fairy,stop,False,"{""effort"": ""minimal""}",reasoning,21580,60,1055,1115,,black eared fairy,goulds jewelfront,False,False,,2,intra_family,complete
CBRO#1402,Heliodoxa rubricauda,Heliodoxa,rubricauda,Trochilidae,Apodiformes,beija-flor-rubi,Brazilian Ruby,BR,True,False,False,False,,"BR, En",Brazilian Ruby,brarub1,True,binomial,False,Brazilian Ruby,True,binomial,False,qwen/qwen3.7-plus,Ruby topaz,stop,False,"{""effort"": ""minimal""}",reasoning,29125,58,1354,1412,,ruby topaz,brazilian ruby,False,False,,4,hallucinated,complete
CBRO#1423,Heliomaster longirostris,Heliomaster,longirostris,Trochilidae,Apodiformes,bico-reto-cinzento,Long-billed Starthroat,BR,False,False,False,False,,BR,Long-billed Starthroat,lobsta1,True,binomial,False,Long-billed Starthroat,True,binomial,False,qwen/qwen3.7-plus,Grey-winged Trumpeter,stop,False,"{""effort"": ""minimal""}",reasoning,61700,59,3190,3249,,grey winged trumpeter,long billed starthroat,False,False,,4,hallucinated,complete
CBRO#1425,Heliomaster squamosus,Heliomaster,squamosus,Trochilidae,Apodiformes,bico-reto-de-banda-branca,Stripe-breasted Starthroat,BR,True,False,False,False,,"BR, En",Stripe-breasted Starthroat,stbsta1,True,binomial,False,Stripe-breasted Starthroat,True,binomial,False,qwen/qwen3.7-plus,Ringed Antpipit,stop,False,"{""effort"": ""minimal""}",reasoning,50299,61,2715,2776,,ringed antpipit,stripe breasted starthroat,False,False,,4,hallucinated,complete
